Trading Date,Interval Number,Trading Interval,Trading Suspended,Offer Quantity (MWh),Bid Quantity (MWh),Clearing Quantity (MWh),Clearing Price ($/MWh),Extracted At,,,
2021/4/19,39,2021/4/20 3:00,N,2278.864,618.816,49.768,30.44,,1.522,,
2021/4/19,40,2021/4/20 3:30,N,2273.783,604.807,50.237,30.44,,1.522,,
2021/4/19,41,2021/4/20 4:00,N,2270.044,664.129,50.915,30.44,,1.522,,
2021/4/19,42,2021/4/20 4:30,N,2267.327,707.29,41.519,34.23,,1.7115,,
2021/4/19,43,2021/4/20 5:00,N,2250.942,741.417,42.113,43.64,,2.182,,
2021/4/19,44,2021/4/20 5:30,N,2247.027,775.321,43.19,43.64,,2.182,,
2021/4/19,45,2021/4/20 6:00,N,2235.728,829.725,57.263,51.02,,2.551,,
2021/4/19,46,2021/4/20 6:30,N,2227.56,867.711,58.703,51.03,,2.5515,,
2021/4/19,47,2021/4/20 7:00,N,2225.74,864.701,64.433,51.15,,2.5575,,
2021/4/19,48,2021/4/20 7:30,N,2243.044,838.216,64.84,51.17,,2.5585,,
2021/4/20,1,2021/4/20 8:00,N,2193.995,907.569,52.044,55.05,,2.7525,,
2021/4/20,2,2021/4/20 8:30,N,2188.483,850.567,67.391,51.36,,2.568,,
2021/4/20,3,2021/4/20 9:00,N,2181.23,786.981,58.215,45,,2.25,,
2021/4/20,4,2021/4/20 9:30,N,2175.124,750.196,57.299,34.23,,1.7115,,
2021/4/20,5,2021/4/20 10:00,N,2168.165,720.286,90.958,26.76,,1.338,,
2021/4/20,6,2021/4/20 10:30,N,2170.221,678.871,90.958,25.91,,1.2955,,
2021/4/20,7,2021/4/20 11:00,N,2165.55,643.352,78.552,24.9,,1.245,,
2021/4/20,8,2021/4/20 11:30,N,2166.249,626.428,71.39,22.97,,1.1485,,
2021/4/20,9,2021/4/20 12:00,N,2163.469,624.447,71.894,22.97,,1.1485,,
2021/4/20,10,2021/4/20 12:30,N,2184.749,632.703,71.894,22.97,,1.1485,,
2021/4/20,11,2021/4/20 13:00,N,2182.032,651.558,73.258,24.9,,1.245,,
2021/4/20,12,2021/4/20 13:30,N,2179.884,682.639,90.958,25.63,,1.2815,,
2021/4/20,13,2021/4/20 14:00,N,2178.712,716.513,90.958,26.1,,1.305,,
2021/4/20,14,2021/4/20 14:30,N,2179.467,744.838,63.456,26.45,,1.3225,,
2021/4/20,15,2021/4/20 15:00,N,2180.562,792.103,82.623,34.23,,1.7115,,
2021/4/20,16,2021/4/20 15:30,N,2182.723,863.224,42.93,45,,2.25,,
2021/4/20,17,2021/4/20 16:00,N,2181.591,941.093,25.903,51.35,,2.5675,,
2021/4/20,18,2021/4/20 16:30,N,2184.573,1011.545,30.864,45,,2.25,,
2021/4/20,19,2021/4/20 17:00,N,2188.314,1073.315,28.464,51.52,,2.576,,
2021/4/20,20,2021/4/20 17:30,N,2195.674,1118.908,18.88,78.41,,3.9205,,
2021/4/20,21,2021/4/20 18:00,N,2208.153,1145.293,17.464,80,,4,,
2021/4/20,22,2021/4/20 18:30,N,2221.279,1109.033,22.225,75.34,,3.767,,
2021/4/20,23,2021/4/20 19:00,N,2228.463,1084.226,22.677,55.05,,2.7525,,
2021/4/20,24,2021/4/20 19:30,N,2231.261,1087.439,21.983,55.05,,2.7525,,
2021/4/20,25,2021/4/20 20:00,N,2239.832,1047.245,21.428,51.86,,2.593,,
2021/4/20,26,2021/4/20 20:30,N,2239.131,950.641,20.648,51.84,,2.592,,
2021/4/20,27,2021/4/20 21:00,N,2225.109,926.08,16.073,51.96,,2.598,,
2021/4/20,28,2021/4/20 21:30,N,2221.792,906.216,14.542,51.84,,2.592,,
2021/4/20,29,2021/4/20 22:00,N,2224.158,842.71,43.686,51.37,,2.5685,,
2021/4/20,30,2021/4/20 22:30,N,2225.116,813.63,42.372,50.28,,2.514,,
2021/4/20,31,2021/4/20 23:00,N,2230.55,786.324,44.545,43.64,,2.182,,
2021/4/20,32,2021/4/20 23:30,N,2235.95,749.186,50.766,32.24,,1.612,,
2021/4/20,33,2021/4/21 0:00,N,2237.479,726.426,48.91,30.66,,1.533,,
2021/4/20,34,2021/4/21 0:30,N,2240.069,727.185,47.739,30.66,,1.533,,
2021/4/20,35,2021/4/21 1:00,N,2241.279,745.508,55.954,32.24,,1.612,,
2021/4/20,36,2021/4/21 1:30,N,2241.866,746.956,55.022,32.24,,1.612,,
2021/4/20,37,2021/4/21 2:00,N,2239.479,741.159,53.604,30.8,,1.54,,
2021/4/20,38,2021/4/21 2:30,N,2237.418,738.111,52.867,30.8,,1.54,,
2021/4/20,39,2021/4/21 3:00,N,2236.329,738.109,52.095,30.8,,1.54,,
2021/4/20,40,2021/4/21 3:30,N,2235.427,744.265,52.485,32.24,,1.612,,
2021/4/20,41,2021/4/21 4:00,N,2235.941,750.258,53.826,33.33,,1.6665,,
2021/4/20,42,2021/4/21 4:30,N,2237.796,758.402,56.443,34.23,,1.7115,,
2021/4/20,43,2021/4/21 5:00,N,2236.156,795.154,52.726,43.64,,2.182,,
2021/4/20,44,2021/4/21 5:30,N,2234.05,833.234,53.135,45,,2.25,,
2021/4/20,45,2021/4/21 6:00,N,2225.147,885.074,75.524,51.7,,2.585,,
2021/4/20,46,2021/4/21 6:30,N,2219.245,957.804,75.964,51.77,,2.5885,,
2021/4/20,47,2021/4/21 7:00,N,2215.406,999.969,76.404,51.78,,2.589,,
2021/4/20,48,2021/4/21 7:30,N,2227.798,953.204,76.744,51.8,,2.59,,
2021/4/21,1,2021/4/21 8:00,N,2244.691,880.549,42.389,51,,2.55,,
2021/4/21,2,2021/4/21 8:30,N,2240.97,799.352,46.883,37.99,,1.8995,,
2021/4/21,3,2021/4/21 9:00,N,2232.55,750.504,50.808,32.24,,1.612,,
2021/4/21,4,2021/4/21 9:30,N,2225.455,716.568,106.288,25.8,,1.29,,
2021/4/21,5,2021/4/21 10:00,N,2217.178,680.213,90.958,22.97,,1.1485,,
2021/4/21,6,2021/4/21 10:30,N,2201.326,646.425,78.816,19.72,,0.986,,
2021/4/21,7,2021/4/21 11:00,N,2200.45,612.204,82.85,19.72,,0.986,,
2021/4/21,8,2021/4/21 11:30,N,2201.022,582.918,83.82,19.72,,0.986,,
2021/4/21,9,2021/4/21 12:00,N,2198.468,572.27,84.727,19.72,,0.986,,
2021/4/21,10,2021/4/21 12:30,N,2196.735,583.626,85.001,19.72,,0.986,,
2021/4/21,11,2021/4/21 13:00,N,2195.42,592.536,69.245,22.97,,1.1485,,
2021/4/21,12,2021/4/21 13:30,N,2194.703,621.954,64.319,23.2,,1.16,,
2021/4/21,13,2021/4/21 14:00,N,2194.19,674.015,45.112,30.5,,1.525,,
2021/4/21,14,2021/4/21 14:30,N,2193.998,710.95,43.922,30.03,,1.5015,,
2021/4/21,15,2021/4/21 15:00,N,2208.118,741.822,60.495,30.8,,1.54,,
2021/4/21,16,2021/4/21 15:30,N,2209.345,805.201,34.271,45,,2.25,,
2021/4/21,17,2021/4/21 16:00,N,2206.36,885.426,26.006,51.74,,2.587,,
2021/4/21,18,2021/4/21 16:30,N,2206.017,989.915,30.899,45,,2.25,,
2021/4/21,19,2021/4/21 17:00,N,2209.574,1072.178,28.303,52.19,,2.6095,,
2021/4/21,20,2021/4/21 17:30,N,2217.906,1087.132,26.511,52.09,,2.6045,,
2021/4/21,21,2021/4/21 18:00,N,2226.948,1103.652,24.418,52,,2.6,,
2021/4/21,22,2021/4/21 18:30,N,2237.137,1076.791,22.778,52,,2.6,,
2021/4/21,23,2021/4/21 19:00,N,2242.764,1034.013,22.716,52.01,,2.6005,,
2021/4/21,24,2021/4/21 19:30,N,2245.352,1004.025,21.786,51.96,,2.598,,
2021/4/21,25,2021/4/21 20:00,N,2252.018,963.587,18.157,51.96,,2.598,,
2021/4/21,26,2021/4/21 20:30,N,2258.59,892.144,17.499,50,,2.5,,
2021/4/21,27,2021/4/21 21:00,N,2248.353,880.276,15.696,51.55,,2.5775,,
2021/4/21,28,2021/4/21 21:30,N,2249.426,864.332,14.257,51.1,,2.555,,
2021/4/21,29,2021/4/21 22:00,N,2260.921,798.432,57.808,34.23,,1.7115,,
2021/4/21,30,2021/4/21 22:30,N,2234.965,783.678,70.872,36.81,,1.8405,,
2021/4/21,31,2021/4/21 23:00,N,2273.393,700.842,72.214,30.8,,1.54,,
2021/4/21,32,2021/4/21 23:30,N,2258.679,698.521,51.832,30.44,,1.522,,
2021/4/21,33,2021/4/22 0:00,N,2259.427,697.924,52.132,30.44,,1.522,,
2021/4/21,34,2021/4/22 0:30,N,2253.74,706.071,56.412,30.5,,1.525,,
2021/4/21,35,2021/4/22 1:00,N,2259.747,703.681,55.182,30.44,,1.522,,
2021/4/21,36,2021/4/22 1:30,N,2257.586,702.269,54.262,30.44,,1.522,,
2021/4/21,37,2021/4/22 2:00,N,2249.437,700.408,53.182,30.44,,1.522,,
2021/4/21,38,2021/4/22 2:30,N,2258.289,699.526,52.452,30.44,,1.522,,
2021/4/21,39,2021/4/22 3:00,N,2265.014,698.677,51.812,30.44,,1.522,,
2021/4/21,40,2021/4/22 3:30,N,2255.746,699.249,51.912,30.44,,1.522,,
2021/4/21,41,2021/4/22 4:00,N,2251.516,700.443,52.612,30.44,,1.522,,
2021/4/21,42,2021/4/22 4:30,N,2277.685,703.314,54.502,30.44,,1.522,,
2021/4/21,43,2021/4/22 5:00,N,2297.292,722.359,48.092,30.66,,1.533,,
2021/4/21,44,2021/4/22 5:30,N,2269.995,783.406,55.664,32.24,,1.612,,
2021/4/21,45,2021/4/22 6:00,N,2283.217,796.058,69.518,40.62,,2.031,,
2021/4/21,46,2021/4/22 6:30,N,2278.06,840.228,40.744,50.91,,2.5455,,
2021/4/21,47,2021/4/22 7:00,N,2273.269,894.273,41.184,51.21,,2.5605,,
2021/4/21,48,2021/4/22 7:30,N,2281.007,891.999,41.524,51.06,,2.553,,
2021/4/22,1,2021/4/22 8:00,N,2279.362,823.812,28.405,51.22,,2.561,,
2021/4/22,2,2021/4/22 8:30,N,2274.501,759.127,66.103,42.8,,2.14,,
2021/4/22,3,2021/4/22 9:00,N,2266.017,720.651,85.59,27.46,,1.373,,
2021/4/22,4,2021/4/22 9:30,N,2255.905,673.711,67.972,27.46,,1.373,,
2021/4/22,5,2021/4/22 10:00,N,2247.317,620.149,70.865,22.97,,1.1485,,
2021/4/22,6,2021/4/22 10:30,N,2247.403,604.487,70.865,22.97,,1.1485,,
2021/4/22,7,2021/4/22 11:00,N,2240.87,595.6,70.865,22.97,,1.1485,,
2021/4/22,8,2021/4/22 11:30,N,2239.293,564.905,71.369,22.97,,1.1485,,
2021/4/22,9,2021/4/22 12:00,N,2233.708,551.658,71.874,22.97,,1.1485,,
2021/4/22,10,2021/4/22 12:30,N,2227.579,564.423,71.874,22.97,,1.1485,,
2021/4/22,11,2021/4/22 13:00,N,2219.754,586.697,71.874,22.97,,1.1485,,
2021/4/22,12,2021/4/22 13:30,N,2211.566,623.659,71.874,22.97,,1.1485,,
2021/4/22,13,2021/4/22 14:00,N,2204.744,683.794,66.43,25.91,,1.2955,,
2021/4/22,14,2021/4/22 14:30,N,2200.632,741.434,45.522,27.46,,1.373,,
2021/4/22,15,2021/4/22 15:00,N,2197.251,804.469,56.359,29.15,,1.4575,,
2021/4/22,16,2021/4/22 15:30,N,2195.077,856.681,43.416,43.7,,2.185,,
2021/4/22,17,2021/4/22 16:00,N,2188.604,933.811,30.674,52.2,,2.61,,
2021/4/22,18,2021/4/22 16:30,N,2185.616,1053.133,30.844,72.63,,3.6315,,
2021/4/22,19,2021/4/22 17:00,N,2184.11,1145.296,17.444,80,,4,,
2021/4/22,20,2021/4/22 17:30,N,2185.127,1157.005,17.444,80,,4,,
2021/4/22,21,2021/4/22 18:00,N,2188.804,1171.979,17.444,83.94,,4.197,,
2021/4/22,22,2021/4/22 18:30,N,2195.09,1156.313,17.444,87.84,,4.392,,
2021/4/22,23,2021/4/22 19:00,N,2201.609,1120.287,17.444,79.38,,3.969,,
2021/4/22,24,2021/4/22 19:30,N,2209.818,1082.915,17.444,76.43,,3.8215,,
2021/4/22,25,2021/4/22 20:00,N,2219.829,1036.316,17.444,71.99,,3.5995,,
2021/4/22,26,2021/4/22 20:30,N,2230.742,951.474,17.444,55.34,,2.767,,
2021/4/22,27,2021/4/22 21:00,N,2220.609,922.667,13.477,55.07,,2.7535,,
2021/4/22,28,2021/4/22 21:30,N,2223.8,898.813,19.333,34.08,,1.704,,
2021/4/22,29,2021/4/22 22:00,N,2241.457,817.936,22.83,52,,2.6,,
2021/4/22,30,2021/4/22 22:30,N,2263.514,758.182,44.46,34.23,,1.7115,,
2021/4/22,31,2021/4/22 23:00,N,2283.464,713.75,83.173,34.08,,1.704,,
2021/4/22,32,2021/4/22 23:30,N,2296.778,681.275,66.932,30.66,,1.533,,
2021/4/22,33,2021/4/23 0:00,N,2302.891,684.973,74.632,30.8,,1.54,,
2021/4/22,34,2021/4/23 0:30,N,2305.56,680.539,69.012,30.8,,1.54,,
2021/4/22,35,2021/4/23 1:00,N,2308.176,663.596,66.882,30.66,,1.533,,
2021/4/22,36,2021/4/23 1:30,N,2308.617,658.895,66.262,30.66,,1.533,,
2021/4/22,37,2021/4/23 2:00,N,2304.948,654.186,65.482,30.66,,1.533,,
2021/4/22,38,2021/4/23 2:30,N,2302.959,656.835,64.853,30.66,,1.533,,
2021/4/22,39,2021/4/23 3:00,N,2304.669,659.348,63.513,30.64,,1.532,,
2021/4/22,40,2021/4/23 3:30,N,2309.208,648.665,63.612,30.64,,1.532,,
2021/4/22,41,2021/4/23 4:00,N,2311.225,646.516,64.912,30.66,,1.533,,
2021/4/22,42,2021/4/23 4:30,N,2310.09,672.723,67.002,30.66,,1.533,,
2021/4/22,43,2021/4/23 5:00,N,2306.425,719.827,65.689,31.91,,1.5955,,
2021/4/22,44,2021/4/23 5:30,N,2303.705,747.379,48.56,31.91,,1.5955,,
2021/4/22,45,2021/4/23 6:00,N,2292.413,776.023,48.182,43.64,,2.182,,
2021/4/22,46,2021/4/23 6:30,N,2283.359,802.059,52.631,52.12,,2.606,,
2021/4/22,47,2021/4/23 7:00,N,2279.263,822.239,58.741,53.58,,2.679,,
2021/4/22,48,2021/4/23 7:30,N,2292.922,816.143,64.188,52.43,,2.6215,,
2021/4/23,1,2021/4/23 8:00,N,2299.956,848.85,19.92,54.71,,2.7355,,
2021/4/23,2,2021/4/23 8:30,N,2304.853,775.348,46.911,40,,2,,
2021/4/23,3,2021/4/23 9:00,N,2279.16,755.356,49.562,30.66,,1.533,,
2021/4/23,4,2021/4/23 9:30,N,2289.196,712.845,51.372,29.9,,1.495,,
2021/4/23,5,2021/4/23 10:00,N,2311.613,661.915,95.401,17.74,,0.887,,
2021/4/23,6,2021/4/23 10:30,N,2275.163,656.033,95.401,17.74,,0.887,,
2021/4/23,7,2021/4/23 11:00,N,2264.584,629.478,95.401,17.74,,0.887,,
2021/4/23,8,2021/4/23 11:30,N,2263.658,614.519,95.908,17.74,,0.887,,
2021/4/23,9,2021/4/23 12:00,N,2259.284,625.561,96.409,17.74,,0.887,,
2021/4/23,10,2021/4/23 12:30,N,2256.641,637.102,84.237,23.19,,1.1595,,
2021/4/23,11,2021/4/23 13:00,N,2254.969,646.851,70.995,23.19,,1.1595,,
2021/4/23,12,2021/4/23 13:30,N,2254.223,681.108,24.16,29.9,,1.495,,
2021/4/23,13,2021/4/23 14:00,N,2254.159,742.265,34.835,26.45,,1.3225,,
2021/4/23,14,2021/4/23 14:30,N,2261.496,800.045,30.24,33.1,,1.655,,
2021/4/23,15,2021/4/23 15:00,N,2268.314,860.103,19.13,51.51,,2.5755,,
2021/4/23,16,2021/4/23 15:30,N,2269.349,909.836,35.832,51.51,,2.5755,,
2021/4/23,17,2021/4/23 16:00,N,2266.518,974.693,47.869,71.52,,3.576,,
2021/4/23,18,2021/4/23 16:30,N,2268.539,1083.675,17.451,85,,4.25,,
2021/4/23,19,2021/4/23 17:00,N,2273.906,1150.753,17.451,79.28,,3.964,,
2021/4/23,20,2021/4/23 17:30,N,2282.253,1144.709,17.451,76.52,,3.826,,
2021/4/23,21,2021/4/23 18:00,N,2290.069,1141.138,17.451,79.04,,3.952,,
2021/4/23,22,2021/4/23 18:30,N,2296.129,1113.864,17.451,75.83,,3.7915,,
2021/4/23,23,2021/4/23 19:00,N,2301.186,1083.061,17.451,75.34,,3.767,,
2021/4/23,24,2021/4/23 19:30,N,2306.194,1043.002,17.451,75,,3.75,,
2021/4/23,25,2021/4/23 20:00,N,2310.13,984.355,17.451,72.97,,3.6485,,
2021/4/23,26,2021/4/23 20:30,N,2313.374,922.481,17.451,69.16,,3.458,,
2021/4/23,27,2021/4/23 21:00,N,2301.292,922.454,12.508,68.84,,3.442,,
2021/4/23,28,2021/4/23 21:30,N,2302.374,905.376,10.368,61.95,,3.0975,,
2021/4/23,29,2021/4/23 22:00,N,2290.025,860.424,26.83,54.78,,2.739,,
2021/4/23,30,2021/4/23 22:30,N,2306.73,796.922,26.7,51.17,,2.5585,,
2021/4/23,31,2021/4/23 23:00,N,2269.129,791.786,11.59,54.78,,2.739,,
2021/4/23,32,2021/4/23 23:30,N,2302.534,749.916,16.362,45.32,,2.266,,
2021/4/23,33,2021/4/24 0:00,N,2282.502,779.296,11.88,45.32,,2.266,,
2021/4/23,34,2021/4/24 0:30,N,2287.302,776.986,12.385,45.32,,2.266,,
2021/4/23,35,2021/4/24 1:00,N,2318.438,736.401,12.907,45.32,,2.266,,
2021/4/23,36,2021/4/24 1:30,N,2306.298,735.069,13.707,45.32,,2.266,,
2021/4/23,37,2021/4/24 2:00,N,2331.806,693.177,29.386,30,,1.5,,
2021/4/23,38,2021/4/24 2:30,N,2326.426,691.898,29.386,30,,1.5,,
2021/4/23,39,2021/4/24 3:00,N,2324.954,692.395,29.386,30,,1.5,,
2021/4/23,40,2021/4/24 3:30,N,2330.272,692.098,29.386,30,,1.5,,
2021/4/23,41,2021/4/24 4:00,N,2339.876,691.06,29.386,30,,1.5,,
2021/4/23,42,2021/4/24 4:30,N,2307.252,733.748,15.003,50,,2.5,,
2021/4/23,43,2021/4/24 5:00,N,2325.915,736.72,15.11,52.18,,2.609,,
2021/4/23,44,2021/4/24 5:30,N,2296.559,767.964,15.44,53.69,,2.6845,,
2021/4/23,45,2021/4/24 6:00,N,2304.529,744.573,16.3,52.18,,2.609,,
2021/4/23,46,2021/4/24 6:30,N,2302.605,749.025,26.74,53.69,,2.6845,,
2021/4/23,47,2021/4/24 7:00,N,2288.894,790.953,27.18,53.69,,2.6845,,
2021/4/23,48,2021/4/24 7:30,N,2278.754,780.198,27.52,53.69,,2.6845,,
2021/4/24,1,2021/4/24 8:00,N,2323.478,657.84,71.417,31.59,,1.5795,,
2021/4/24,2,2021/4/24 8:30,N,2313.232,602.495,90.96,25.63,,1.2815,,
2021/4/24,3,2021/4/24 9:00,N,2310.141,590.861,71.442,20,,1,,
2021/4/24,4,2021/4/24 9:30,N,2280.121,593.205,72.525,21.33,,1.0665,,
2021/4/24,5,2021/4/24 10:00,N,2248.428,573.51,70.325,11.74,,0.587,,
2021/4/24,6,2021/4/24 10:30,N,2246.763,522.708,70.145,11.74,,0.587,,
2021/4/24,7,2021/4/24 11:00,N,2245.12,512.361,72.745,21.33,,1.0665,,
2021/4/24,8,2021/4/24 11:30,N,2247.799,504.583,72.133,21.33,,1.0665,,
2021/4/24,9,2021/4/24 12:00,N,2246.915,509.649,81.707,21.33,,1.0665,,
2021/4/24,10,2021/4/24 12:30,N,2246.276,529.74,80.757,21.33,,1.0665,,
2021/4/24,11,2021/4/24 13:00,N,2245.666,541.551,80.697,21.33,,1.0665,,
2021/4/24,12,2021/4/24 13:30,N,2245.504,582.267,79.436,21.33,,1.0665,,
2021/4/24,13,2021/4/24 14:00,N,2270.443,626.646,68.976,23.19,,1.1595,,
2021/4/24,14,2021/4/24 14:30,N,2272.854,684.895,76.862,32.24,,1.612,,
2021/4/24,15,2021/4/24 15:00,N,2274.233,741.25,39.757,36.81,,1.8405,,
2021/4/24,16,2021/4/24 15:30,N,2275.677,782.786,47.236,45.32,,2.266,,
2021/4/24,17,2021/4/24 16:00,N,2272.001,827.265,17.516,61.33,,3.0665,,
2021/4/24,18,2021/4/24 16:30,N,2270.503,939.374,30.916,75.34,,3.767,,
2021/4/24,19,2021/4/24 17:00,N,2270.666,1026.296,17.516,85.45,,4.2725,,
2021/4/24,20,2021/4/24 17:30,N,2273.388,1032.268,17.516,85.45,,4.2725,,
2021/4/24,21,2021/4/24 18:00,N,2277.093,1043.121,17.516,85.45,,4.2725,,
2021/4/24,22,2021/4/24 18:30,N,2281.684,1022.642,17.516,85.45,,4.2725,,
2021/4/24,23,2021/4/24 19:00,N,2289.91,985.346,25.48,78.22,,3.911,,
2021/4/24,24,2021/4/24 19:30,N,2301.629,934.041,19.367,85.45,,4.2725,,
2021/4/24,25,2021/4/24 20:00,N,2311.44,879.861,22.17,82.51,,4.1255,,
2021/4/24,26,2021/4/24 20:30,N,2318.423,825.795,22.03,75.42,,3.771,,
2021/4/24,27,2021/4/24 21:00,N,2305.81,824.308,12.573,65.45,,3.2725,,
2021/4/24,28,2021/4/24 21:30,N,2309.134,810.669,13.518,65.45,,3.2725,,
2021/4/24,29,2021/4/24 22:00,N,2320.17,801.431,29.43,55.01,,2.7505,,
2021/4/24,30,2021/4/24 22:30,N,2329.439,762.909,14.3,56.29,,2.8145,,
2021/4/24,31,2021/4/24 23:00,N,2306.061,748.466,15.859,55,,2.75,,
2021/4/24,32,2021/4/24 23:30,N,2298.771,745.766,16.363,55,,2.75,,
2021/4/24,33,2021/4/25 0:00,N,2301.162,754.02,11.881,45.32,,2.266,,
2021/4/24,34,2021/4/25 0:30,N,2292.169,750.556,12.385,45.32,,2.266,,
2021/4/24,35,2021/4/25 1:00,N,2334.75,707.66,36.122,34.23,,1.7115,,
2021/4/24,36,2021/4/25 1:30,N,2328.833,706.565,35.052,33.33,,1.6665,,
2021/4/24,37,2021/4/25 2:00,N,2316.956,707.063,35.342,33.33,,1.6665,,
2021/4/24,38,2021/4/25 2:30,N,2316.39,708.699,37.322,34.23,,1.7115,,
2021/4/24,39,2021/4/25 3:00,N,2313.241,711.375,39.552,34.23,,1.7115,,
2021/4/24,40,2021/4/25 3:30,N,2307.403,710.276,38.852,34.23,,1.7115,,
2021/4/24,41,2021/4/25 4:00,N,2305.323,711.616,40.312,34.23,,1.7115,,
2021/4/24,42,2021/4/25 4:30,N,2319.393,710.927,41.769,36.81,,1.8405,,
2021/4/24,43,2021/4/25 5:00,N,2302.449,753.213,14.24,52.18,,2.609,,
2021/4/24,44,2021/4/25 5:30,N,2305.506,749.307,16.873,52.6,,2.63,,
2021/4/24,45,2021/4/25 6:00,N,2288.955,752.362,16.873,55.34,,2.767,,
2021/4/24,46,2021/4/25 6:30,N,2319.69,690.197,67.221,34.23,,1.7115,,
2021/4/24,47,2021/4/25 7:00,N,2316.617,695.127,63.54,45,,2.25,,
2021/4/24,48,2021/4/25 7:30,N,2329.495,686.06,54.675,33.33,,1.6665,,
2021/4/25,1,2021/4/25 8:00,N,2308.241,659.425,39.593,30,,1.5,,
2021/4/25,2,2021/4/25 8:30,N,2298.181,607.045,60.915,25,,1.25,,
2021/4/25,3,2021/4/25 9:00,N,2286.606,575.988,51.412,10.58,,0.529,,
2021/4/25,4,2021/4/25 9:30,N,2279.506,555.841,52.824,10.58,,0.529,,
2021/4/25,5,2021/4/25 10:00,N,2267.739,545.196,54.894,10.58,,0.529,,
2021/4/25,6,2021/4/25 10:30,N,2250.126,529.738,56.674,10.58,,0.529,,
2021/4/25,7,2021/4/25 11:00,N,2248.359,501.472,57.594,10.58,,0.529,,
2021/4/25,8,2021/4/25 11:30,N,2250.858,470.843,58.702,10.58,,0.529,,
2021/4/25,9,2021/4/25 12:00,N,2249.961,454.534,59.546,10.58,,0.529,,
2021/4/25,10,2021/4/25 12:30,N,2249.378,467.977,59.986,10.58,,0.529,,
2021/4/25,11,2021/4/25 13:00,N,2248.852,496.499,59.656,10.58,,0.529,,
2021/4/25,12,2021/4/25 13:30,N,2248.421,538.305,58.686,10.58,,0.529,,
2021/4/25,13,2021/4/25 14:00,N,2250.158,579.076,77.084,21.51,,1.0755,,
2021/4/25,14,2021/4/25 14:30,N,2253.913,635.131,59.132,29.15,,1.4575,,
2021/4/25,15,2021/4/25 15:00,N,2247.983,711.063,63.919,34.23,,1.7115,,
2021/4/25,16,2021/4/25 15:30,N,2263.708,773.992,45.106,45.32,,2.266,,
2021/4/25,17,2021/4/25 16:00,N,2261.101,866.131,45.106,55.34,,2.767,,
2021/4/25,18,2021/4/25 16:30,N,2260.979,951.719,31.006,65.45,,3.2725,,
2021/4/25,19,2021/4/25 17:00,N,2261.228,1019.158,45.106,75.34,,3.767,,
2021/4/25,20,2021/4/25 17:30,N,2260.342,1028.945,34.463,75.34,,3.767,,
2021/4/25,21,2021/4/25 18:00,N,2259.985,1043.269,35.068,75.34,,3.767,,
2021/4/25,22,2021/4/25 18:30,N,2260.594,1045.233,30.49,77.02,,3.851,,
2021/4/25,23,2021/4/25 19:00,N,2260.84,1028.291,30.318,75.34,,3.767,,
2021/4/25,24,2021/4/25 19:30,N,2262.866,997.931,30.12,76.02,,3.801,,
2021/4/25,25,2021/4/25 20:00,N,2260.712,960.86,54.524,73.89,,3.6945,,
2021/4/25,26,2021/4/25 20:30,N,2260.679,897.405,42.581,68.78,,3.439,,
2021/4/25,27,2021/4/25 21:00,N,2248.748,892.795,29.68,58.94,,2.947,,
2021/4/25,28,2021/4/25 21:30,N,2250.635,891.447,29.55,58.93,,2.9465,,
2021/4/25,29,2021/4/25 22:00,N,2258.218,859.229,35.33,49.2,,2.46,,
2021/4/25,30,2021/4/25 22:30,N,2264.759,821.535,35.23,49.16,,2.458,,
2021/4/25,31,2021/4/25 23:00,N,2261.213,795.74,32.14,53.76,,2.688,,
2021/4/25,32,2021/4/25 23:30,N,2277.196,756.06,32.15,52.18,,2.609,,
2021/4/25,33,2021/4/26 0:00,N,2285.22,756.914,30,45.32,,2.266,,
2021/4/25,34,2021/4/26 0:30,N,2295.64,754.695,27.04,34.23,,1.7115,,
2021/4/25,35,2021/4/26 1:00,N,2289.184,753.423,26.96,34.23,,1.7115,,
2021/4/25,36,2021/4/26 1:30,N,2279.657,751.838,26.93,34.23,,1.7115,,
2021/4/25,37,2021/4/26 2:00,N,2276.658,741.927,26.91,34.23,,1.7115,,
2021/4/25,38,2021/4/26 2:30,N,2307.55,711.551,45.002,28.75,,1.4375,,
2021/4/25,39,2021/4/26 3:00,N,2276.658,748.32,23.608,40,,2,,
2021/4/25,40,2021/4/26 3:30,N,2303.131,714.836,42.803,29.42,,1.471,,
2021/4/25,41,2021/4/26 4:00,N,2301.331,717.316,39.103,30,,1.5,,
2021/4/25,42,2021/4/26 4:30,N,2286.887,759.162,21.004,45.32,,2.266,,
2021/4/25,43,2021/4/26 5:00,N,2314.279,769.709,26.768,53.83,,2.6915,,
2021/4/25,44,2021/4/26 5:30,N,2312.618,790.074,28.286,53.76,,2.688,,
2021/4/25,45,2021/4/26 6:00,N,2305.177,836.376,53.551,55.04,,2.752,,
2021/4/25,46,2021/4/26 6:30,N,2301.071,861.626,43.611,55.34,,2.767,,
2021/4/25,47,2021/4/26 7:00,N,2302.649,879.292,33.182,58,,2.9,,
2021/4/25,48,2021/4/26 7:30,N,2321.82,863.204,38.726,55.34,,2.767,,
2021/4/26,1,2021/4/26 8:00,N,2314.302,805.129,69.32,50.26,,2.513,,
2021/4/26,2,2021/4/26 8:30,N,2305.879,751.541,60.774,37.28,,1.864,,
